lot_id,die_id,parameter,candidate_limit,simulated_fail,proximity,source_status,die_max,die_min,selection_scope
DTL_NORM_001,DTL_NORM_001_D003,ir_drop,40.0,0,SAFE,FAIL,33.25953315117428,20.30103290952448,independent_selected
DTL_NORM_002,DTL_NORM_002_D001,ir_drop,40.0,0,SAFE,FAIL,32.4103111354503,20.53834098581063,independent_selected
DTL_NORM_002,DTL_NORM_002_D002,ir_drop,40.0,0,SAFE,FAIL,27.478205683702377,21.33736310223657,independent_selected
DTL_NORM_002,DTL_NORM_002_D003,ir_drop,40.0,0,SAFE,PASS,24.704965411093344,19.86432001173513,independent_selected
DTL_SCRATCH_001,DTL_SCRATCH_001_D001,ir_drop,40.0,0,SAFE,FAIL,30.78362584416276,21.464626014557293,independent_selected
DTL_SCRATCH_001,DTL_SCRATCH_001_D002,ir_drop,40.0,0,SAFE,FAIL,28.671741899342805,19.85019368145525,independent_selected
DTL_SCRATCH_001,DTL_SCRATCH_001_D003,ir_drop,40.0,0,SAFE,FAIL,29.12403745561276,21.145586822414344,independent_selected
DTL_SCRATCH_002,DTL_SCRATCH_002_D001,ir_drop,40.0,0,SAFE,FAIL,28.751997409992647,19.978195083697056,independent_selected
DTL_SCRATCH_002,DTL_SCRATCH_002_D002,ir_drop,40.0,0,SAFE,FAIL,27.47991182923721,18.95281258359826,independent_selected
DTL_SCRATCH_002,DTL_SCRATCH_002_D003,ir_drop,40.0,0,SAFE,FAIL,25.55682968414245,17.057284952913882,independent_selected
DTL_CENTER_001,DTL_CENTER_001_D001,thermal,75.0,0,SAFE,FAIL,60.648535417628274,52.9798887897904,independent_selected
DTL_CENTER_001,DTL_CENTER_001_D002,thermal,75.0,0,SAFE,FAIL,61.31779519941291,53.05212625497754,independent_selected
DTL_CENTER_001,DTL_CENTER_001_D003,thermal,75.0,0,SAFE,FAIL,59.31111833817222,50.98538183189655,independent_selected
DTL_CENTER_002,DTL_CENTER_002_D001,thermal,75.0,0,SAFE,FAIL,65.70524175616251,53.68385103370997,independent_selected
DTL_CENTER_002,DTL_CENTER_002_D002,thermal,75.0,0,SAFE,FAIL,57.631847993211984,50.09329599497171,independent_selected
DTL_CENTER_002,DTL_CENTER_002_D003,thermal,75.0,0,SAFE,FAIL,60.52615952414075,53.09235475255601,independent_selected
DTL_EDGE_001,DTL_EDGE_001_D001,thermal,75.0,0,SAFE,FAIL,63.31315140207467,54.4401723989088,independent_selected
DTL_EDGE_001,DTL_EDGE_001_D002,thermal,75.0,0,SAFE,FAIL,62.50969963192488,55.40111803524301,independent_selected
DTL_EDGE_001,DTL_EDGE_001_D003,thermal,75.0,0,SAFE,FAIL,71.1442430712186,62.3861403220341,independent_selected
DTL_EDGE_002,DTL_EDGE_002_D001,thermal,75.0,0,SAFE,FAIL,61.295634696851415,53.603632469859846,independent_selected
DTL_EDGE_002,DTL_EDGE_002_D002,thermal,75.0,0,SAFE,FAIL,62.73689886978777,54.00696346585837,independent_selected
DTL_EDGE_002,DTL_EDGE_002_D003,thermal,75.0,0,SAFE,FAIL,62.71961775918562,54.44014348817185,independent_selected
DTL_NORM_001,DTL_NORM_001_D001,thermal,75.0,0,SAFE,FAIL,61.02072704604117,53.22016531037712,independent_selected
DTL_NORM_001,DTL_NORM_001_D002,thermal,75.0,0,SAFE,FAIL,57.9480659339968,50.43333054211454,independent_selected
DTL_NORM_001,DTL_NORM_001_D003,thermal,75.0,0,SAFE,FAIL,59.47160228245685,52.79272210622725,independent_selected
DTL_NORM_002,DTL_NORM_002_D001,thermal,75.0,0,SAFE,FAIL,57.92937554122727,49.04604537378792,independent_selected
DTL_NORM_002,DTL_NORM_002_D002,thermal,75.0,0,SAFE,FAIL,61.34364051515308,53.587517952096704,independent_selected
DTL_NORM_002,DTL_NORM_002_D003,thermal,75.0,0,SAFE,PASS,59.22533758739432,50.898307137304,independent_selected
DTL_SCRATCH_001,DTL_SCRATCH_001_D001,thermal,75.0,0,SAFE,FAIL,63.838704658700486,54.02583713998145,independent_selected
DTL_SCRATCH_001,DTL_SCRATCH_001_D002,thermal,75.0,0,SAFE,FAIL,63.49697712611716,52.06689408381266,independent_selected
DTL_SCRATCH_001,DTL_SCRATCH_001_D003,thermal,75.0,0,SAFE,FAIL,66.13553589946457,55.04923932207132,independent_selected
DTL_SCRATCH_002,DTL_SCRATCH_002_D001,thermal,75.0,0,SAFE,FAIL,60.44503168041173,50.70661335314128,independent_selected
DTL_SCRATCH_002,DTL_SCRATCH_002_D002,thermal,75.0,0,SAFE,FAIL,62.36006970238962,52.792154923702704,independent_selected
DTL_SCRATCH_002,DTL_SCRATCH_002_D003,thermal,75.0,0,SAFE,FAIL,61.604600827350026,50.44031609652557,independent_selected
