domain,parameter,test_id,candidate_limit,current_limit,direction,unit,source_status,candidate_delta,candidate_delta_percent,tighten_or_loosen,total_dies,good_dies,violating_dies,simulated_yield,simulated_fail_rate,violation_rate,borderline_rate,risky_rate,worst_condition_yield,worst_condition_fail_rate,worst_condition_violation_rate,false_fail_proxy,defective_proxy,objective_score,feasible,missing_condition_dies,evaluated_conditions,selection_status,die_policy,scope,notes
parametric,VMAX,T_VMAX,1.05,1.15,LOWER,V,SYNTHETIC_ASSUMED,-0.09999999999999987,-8.695652173913032,LOOSER,24,7,17,0.2916666666666667,0.7083333333333334,0.7083333333333334,0.2916666666666667,1.0,0.5,0.5,0.5,0.0,0.2916666666666667,0.05833333333333332,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,VMAX,T_VMAX,1.08,1.15,LOWER,V,SYNTHETIC_ASSUMED,-0.06999999999999984,-6.086956521739117,LOOSER,24,3,21,0.125,0.875,0.875,0.125,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.125,0.024999999999999994,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,VMAX,T_VMAX,1.1,1.15,LOWER,V,SYNTHETIC_ASSUMED,-0.04999999999999982,-4.347826086956506,LOOSER,24,0,24,0.0,1.0,1.0,0.0,0.0,0.20833333333333334,0.7916666666666666,0.7916666666666666,0.0,0.0,0.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,VMAX,T_VMAX,1.12,1.15,LOWER,V,SYNTHETIC_ASSUMED,-0.029999999999999805,-2.608695652173896,LOOSER,24,0,24,0.0,1.0,1.0,0.0,0.0,0.08333333333333333,0.9166666666666666,0.9166666666666666,0.0,0.0,0.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,VMAX,T_VMAX,1.15,1.15,LOWER,V,SYNTHETIC_ASSUMED,0.0,0.0,CURRENT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,VMAX,T_VMAX,1.18,1.15,LOWER,V,SYNTHETIC_ASSUMED,0.030000000000000027,2.6086956521739157,TIGHTER,24,0,24,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,VMAX,T_VMAX,1.2,1.15,LOWER,V,SYNTHETIC_ASSUMED,0.050000000000000044,4.347826086956526,TIGHTER,24,0,24,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,VMAX,T_VMAX,1.22,1.15,LOWER,V,SYNTHETIC_ASSUMED,0.07000000000000006,6.086956521739136,TIGHTER,24,0,24,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,VMAX,T_VMAX,1.25,1.15,LOWER,V,SYNTHETIC_ASSUMED,0.10000000000000009,8.695652173913052,TIGHTER,24,0,24,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,IDDQ,T_IDDQ,30.0,50.0,UPPER,uA,SYNTHETIC_ASSUMED,-20.0,-40.0,TIGHTER,24,0,24,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,IDDQ,T_IDDQ,35.0,50.0,UPPER,uA,SYNTHETIC_ASSUMED,-15.0,-30.0,TIGHTER,24,0,24,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,IDDQ,T_IDDQ,40.0,50.0,UPPER,uA,SYNTHETIC_ASSUMED,-10.0,-20.0,TIGHTER,24,0,24,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,IDDQ,T_IDDQ,45.0,50.0,UPPER,uA,SYNTHETIC_ASSUMED,-5.0,-10.0,TIGHTER,24,0,24,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,IDDQ,T_IDDQ,50.0,50.0,UPPER,uA,SYNTHETIC_ASSUMED,0.0,0.0,CURRENT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,IDDQ,T_IDDQ,55.0,50.0,UPPER,uA,SYNTHETIC_ASSUMED,5.0,10.0,LOOSER,24,0,24,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,IDDQ,T_IDDQ,60.0,50.0,UPPER,uA,SYNTHETIC_ASSUMED,10.0,20.0,LOOSER,24,0,24,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,IDDQ,T_IDDQ,70.0,50.0,UPPER,uA,SYNTHETIC_ASSUMED,20.0,40.0,LOOSER,24,3,21,0.125,0.875,0.875,0.0,0.0,0.20833333333333334,0.7916666666666666,0.7916666666666666,0.0,0.125,0.125,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,IDDQ,T_IDDQ,80.0,50.0,UPPER,uA,SYNTHETIC_ASSUMED,30.0,60.0,LOOSER,24,16,8,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.25,0.7083333333333334,0.2916666666666667,0.2916666666666667,0.0,0.6666666666666666,0.5333333333333333,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,IDDQ,T_IDDQ,100.0,50.0,UPPER,uA,SYNTHETIC_ASSUMED,50.0,100.0,LOOSER,24,23,1,0.9583333333333334,0.041666666666666664,0.041666666666666664,0.0,0.0,0.9583333333333334,0.041666666666666664,0.041666666666666664,0.0,0.9583333333333334,0.9583333333333334,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,SUPPLY_CURRENT,T_SUPPLY_CURRENT,90.0,120.0,UPPER,mA,SYNTHETIC_ASSUMED,-30.0,-25.0,TIGHTER,24,0,24,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,SUPPLY_CURRENT,T_SUPPLY_CURRENT,100.0,120.0,UPPER,mA,SYNTHETIC_ASSUMED,-20.0,-16.666666666666668,TIGHTER,24,0,24,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,SUPPLY_CURRENT,T_SUPPLY_CURRENT,110.0,120.0,UPPER,mA,SYNTHETIC_ASSUMED,-10.0,-8.333333333333334,TIGHTER,24,0,24,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,SUPPLY_CURRENT,T_SUPPLY_CURRENT,120.0,120.0,UPPER,mA,SYNTHETIC_ASSUMED,0.0,0.0,CURRENT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.08333333333333333,0.9166666666666666,0.9166666666666666,0.0,0.0,0.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,SUPPLY_CURRENT,T_SUPPLY_CURRENT,130.0,120.0,UPPER,mA,SYNTHETIC_ASSUMED,10.0,8.333333333333334,LOOSER,24,5,19,0.20833333333333334,0.7916666666666666,0.7916666666666666,0.20833333333333334,1.0,0.375,0.625,0.625,0.0,0.20833333333333334,0.04166666666666666,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,SUPPLY_CURRENT,T_SUPPLY_CURRENT,140.0,120.0,UPPER,mA,SYNTHETIC_ASSUMED,20.0,16.666666666666668,LOOSER,24,16,8,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.25,0.375,0.7916666666666666,0.20833333333333334,0.20833333333333334,0.0,0.6666666666666666,0.4666666666666666,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,SUPPLY_CURRENT,T_SUPPLY_CURRENT,150.0,120.0,UPPER,mA,SYNTHETIC_ASSUMED,30.0,25.0,LOOSER,24,19,5,0.7916666666666666,0.20833333333333334,0.20833333333333334,0.08333333333333333,0.10526315789473684,0.875,0.125,0.125,0.0,0.7916666666666666,0.725,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,SUPPLY_CURRENT,T_SUPPLY_CURRENT,170.0,120.0,UPPER,mA,SYNTHETIC_ASSUMED,50.0,41.666666666666664,LOOSER,24,24,0,1.0,0.0,0.0,0.041666666666666664,0.041666666666666664,1.0,0.0,0.0,0.0,1.0,0.9666666666666667,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,SUPPLY_CURRENT,T_SUPPLY_CURRENT,200.0,120.0,UPPER,mA,SYNTHETIC_ASSUMED,80.0,66.66666666666667,LOOSER,24,24,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,CONTACT_RESISTANCE,T_CONTACT_R,3.5,5.0,UPPER,ohm,SYNTHETIC_ASSUMED,-1.5,-30.0,TIGHTER,24,0,24,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,CONTACT_RESISTANCE,T_CONTACT_R,4.0,5.0,UPPER,ohm,SYNTHETIC_ASSUMED,-1.0,-20.0,TIGHTER,24,0,24,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,CONTACT_RESISTANCE,T_CONTACT_R,4.5,5.0,UPPER,ohm,SYNTHETIC_ASSUMED,-0.5,-10.0,TIGHTER,24,0,24,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,CONTACT_RESISTANCE,T_CONTACT_R,5.0,5.0,UPPER,ohm,SYNTHETIC_ASSUMED,0.0,0.0,CURRENT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,CONTACT_RESISTANCE,T_CONTACT_R,5.5,5.0,UPPER,ohm,SYNTHETIC_ASSUMED,0.5,10.0,LOOSER,24,2,22,0.08333333333333333,0.9166666666666666,0.9166666666666666,0.08333333333333333,1.0,0.125,0.875,0.875,0.0,0.08333333333333333,0.016666666666666663,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,CONTACT_RESISTANCE,T_CONTACT_R,6.0,5.0,UPPER,ohm,SYNTHETIC_ASSUMED,1.0,20.0,LOOSER,24,3,21,0.125,0.875,0.875,0.0,0.0,0.2916666666666667,0.7083333333333334,0.7083333333333334,0.0,0.125,0.125,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,CONTACT_RESISTANCE,T_CONTACT_R,7.0,5.0,UPPER,ohm,SYNTHETIC_ASSUMED,2.0,40.0,LOOSER,24,16,8,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.25,0.375,0.75,0.25,0.25,0.0,0.6666666666666666,0.4666666666666666,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,CONTACT_RESISTANCE,T_CONTACT_R,8.0,5.0,UPPER,ohm,SYNTHETIC_ASSUMED,3.0,60.0,LOOSER,24,21,3,0.875,0.125,0.125,0.08333333333333333,0.09523809523809523,0.875,0.125,0.125,0.0,0.875,0.8083333333333333,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,CONTACT_RESISTANCE,T_CONTACT_R,10.0,5.0,UPPER,ohm,SYNTHETIC_ASSUMED,5.0,100.0,LOOSER,24,24,0,1.0,0.0,0.0,0.041666666666666664,0.041666666666666664,1.0,0.0,0.0,0.0,1.0,0.9666666666666667,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,INTERCONNECT_RESISTANCE,T_INTERCONNECT_R,11.0,15.0,UPPER,ohm,SYNTHETIC_ASSUMED,-4.0,-26.666666666666668,TIGHTER,24,0,24,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,INTERCONNECT_RESISTANCE,T_INTERCONNECT_R,12.0,15.0,UPPER,ohm,SYNTHETIC_ASSUMED,-3.0,-20.0,TIGHTER,24,0,24,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,INTERCONNECT_RESISTANCE,T_INTERCONNECT_R,13.0,15.0,UPPER,ohm,SYNTHETIC_ASSUMED,-2.0,-13.333333333333334,TIGHTER,24,0,24,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,INTERCONNECT_RESISTANCE,T_INTERCONNECT_R,14.0,15.0,UPPER,ohm,SYNTHETIC_ASSUMED,-1.0,-6.666666666666667,TIGHTER,24,0,24,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,INTERCONNECT_RESISTANCE,T_INTERCONNECT_R,15.0,15.0,UPPER,ohm,SYNTHETIC_ASSUMED,0.0,0.0,CURRENT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.041666666666666664,0.9583333333333334,0.9583333333333334,0.0,0.0,0.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,INTERCONNECT_RESISTANCE,T_INTERCONNECT_R,16.0,15.0,UPPER,ohm,SYNTHETIC_ASSUMED,1.0,6.666666666666667,LOOSER,24,1,23,0.041666666666666664,0.9583333333333334,0.9583333333333334,0.041666666666666664,1.0,0.25,0.75,0.75,0.0,0.041666666666666664,0.008333333333333331,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,INTERCONNECT_RESISTANCE,T_INTERCONNECT_R,18.0,15.0,UPPER,ohm,SYNTHETIC_ASSUMED,3.0,20.0,LOOSER,24,9,15,0.375,0.625,0.625,0.125,0.3333333333333333,0.5,0.5,0.5,0.0,0.375,0.275,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,INTERCONNECT_RESISTANCE,T_INTERCONNECT_R,20.0,15.0,UPPER,ohm,SYNTHETIC_ASSUMED,5.0,33.333333333333336,LOOSER,24,18,6,0.75,0.25,0.25,0.16666666666666666,0.2222222222222222,0.7916666666666666,0.20833333333333334,0.20833333333333334,0.0,0.75,0.6166666666666667,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,INTERCONNECT_RESISTANCE,T_INTERCONNECT_R,25.0,15.0,UPPER,ohm,SYNTHETIC_ASSUMED,10.0,66.66666666666667,LOOSER,24,23,1,0.9583333333333334,0.041666666666666664,0.041666666666666664,0.0,0.0,0.9583333333333334,0.041666666666666664,0.041666666666666664,0.0,0.9583333333333334,0.9583333333333334,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,ON_RESISTANCE,T_ON_R,18.0,25.0,UPPER,ohm,SYNTHETIC_ASSUMED,-7.0,-28.0,TIGHTER,24,0,24,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,ON_RESISTANCE,T_ON_R,20.0,25.0,UPPER,ohm,SYNTHETIC_ASSUMED,-5.0,-20.0,TIGHTER,24,0,24,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,ON_RESISTANCE,T_ON_R,22.0,25.0,UPPER,ohm,SYNTHETIC_ASSUMED,-3.0,-12.0,TIGHTER,24,0,24,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,ON_RESISTANCE,T_ON_R,25.0,25.0,UPPER,ohm,SYNTHETIC_ASSUMED,0.0,0.0,CURRENT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.041666666666666664,0.9583333333333334,0.9583333333333334,0.0,0.0,0.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,ON_RESISTANCE,T_ON_R,28.0,25.0,UPPER,ohm,SYNTHETIC_ASSUMED,3.0,12.0,LOOSER,24,3,21,0.125,0.875,0.875,0.041666666666666664,0.3333333333333333,0.2916666666666667,0.7083333333333334,0.7083333333333334,0.0,0.125,0.09166666666666667,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,ON_RESISTANCE,T_ON_R,30.0,25.0,UPPER,ohm,SYNTHETIC_ASSUMED,5.0,20.0,LOOSER,24,10,14,0.4166666666666667,0.5833333333333334,0.5833333333333334,0.16666666666666666,0.4,0.5416666666666666,0.4583333333333333,0.4583333333333333,0.0,0.4166666666666667,0.2833333333333333,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,ON_RESISTANCE,T_ON_R,35.0,25.0,UPPER,ohm,SYNTHETIC_ASSUMED,10.0,40.0,LOOSER,24,22,2,0.9166666666666666,0.08333333333333333,0.08333333333333333,0.125,0.13636363636363635,0.9166666666666666,0.08333333333333333,0.08333333333333333,0.0,0.9166666666666666,0.8166666666666667,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,ON_RESISTANCE,T_ON_R,40.0,25.0,UPPER,ohm,SYNTHETIC_ASSUMED,15.0,60.0,LOOSER,24,23,1,0.9583333333333334,0.041666666666666664,0.041666666666666664,0.0,0.0,0.9583333333333334,0.041666666666666664,0.041666666666666664,0.0,0.9583333333333334,0.9583333333333334,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
parametric,ON_RESISTANCE,T_ON_R,50.0,25.0,UPPER,ohm,SYNTHETIC_ASSUMED,25.0,100.0,LOOSER,24,24,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,True,0,4,,ANY_VIOLATION,independent,SYNTHETIC_ASSUMED limits; borderline/risk are proximity indicators (not reliability); source labels are observational proxies only.
