lot_id,die_id,parameter,candidate_limit,simulated_fail,proximity,source_status,die_max,die_min,selection_scope
DTL_CENTER_002,DTL_CENTER_002_D001,thermal,70.0,0,SAFE,FAIL,57.47951934399229,51.55902120531647,independent_selected
DTL_CENTER_002,DTL_CENTER_002_D002,thermal,70.0,0,SAFE,PASS,54.76430248548443,48.85725297495959,independent_selected
DTL_CENTER_002,DTL_CENTER_002_D003,thermal,70.0,0,SAFE,PASS,57.25354311245763,50.94154821745015,independent_selected
DTL_EDGE_001,DTL_EDGE_001_D001,thermal,70.0,0,SAFE,FAIL,59.02557669791352,52.92461183037016,independent_selected
DTL_EDGE_001,DTL_EDGE_001_D002,thermal,70.0,0,SAFE,FAIL,59.50816121880624,52.762740027868816,independent_selected
DTL_EDGE_001,DTL_EDGE_001_D003,thermal,70.0,0,SAFE,FAIL,64.63824079020836,53.19686427952325,independent_selected
DTL_EDGE_002,DTL_EDGE_002_D001,thermal,70.0,0,SAFE,FAIL,59.60646377503851,51.02045341105181,independent_selected
DTL_EDGE_002,DTL_EDGE_002_D002,thermal,70.0,0,SAFE,FAIL,59.1486470377912,52.72764945593808,independent_selected
DTL_EDGE_002,DTL_EDGE_002_D003,thermal,70.0,0,SAFE,FAIL,59.26259401868408,53.28941146457277,independent_selected
DTL_NORM_001,DTL_NORM_001_D001,thermal,70.0,0,SAFE,FAIL,59.67505516768742,50.63869135286955,independent_selected
DTL_NORM_001,DTL_NORM_001_D002,thermal,70.0,0,SAFE,PASS,53.98834869585255,48.41484722590983,independent_selected
DTL_NORM_001,DTL_NORM_001_D003,thermal,70.0,0,SAFE,FAIL,57.99006165642987,49.91305520018973,independent_selected
DTL_NORM_002,DTL_NORM_002_D001,thermal,70.0,0,SAFE,FAIL,58.856931128837616,47.316228448845486,independent_selected
DTL_NORM_002,DTL_NORM_002_D002,thermal,70.0,0,SAFE,PASS,58.45318283390685,51.2063785251596,independent_selected
DTL_NORM_002,DTL_NORM_002_D003,thermal,70.0,0,SAFE,PASS,54.584410116058,49.70235107814234,independent_selected
DTL_SCRATCH_001,DTL_SCRATCH_001_D001,thermal,70.0,0,SAFE,FAIL,60.30715688934135,52.49829421200791,independent_selected
DTL_SCRATCH_001,DTL_SCRATCH_001_D002,thermal,70.0,0,SAFE,FAIL,57.83829473683302,49.78505558152265,independent_selected
DTL_SCRATCH_001,DTL_SCRATCH_001_D003,thermal,70.0,0,SAFE,FAIL,60.34128884512266,53.293423857359066,independent_selected
DTL_SCRATCH_002,DTL_SCRATCH_002_D001,thermal,70.0,0,SAFE,FAIL,56.89350199195499,49.87733536512975,independent_selected
DTL_SCRATCH_002,DTL_SCRATCH_002_D002,thermal,70.0,0,SAFE,FAIL,58.58593433436025,50.83259683694671,independent_selected
DTL_SCRATCH_002,DTL_SCRATCH_002_D003,thermal,70.0,0,SAFE,PASS,57.41810307294045,49.81313423417521,independent_selected
