domain,parameter,test_id,candidate_limit,current_limit,direction,unit,source_status,candidate_delta,candidate_delta_percent,tighten_or_loosen,total_dies,good_dies,violating_dies,simulated_yield,simulated_fail_rate,violation_rate,borderline_rate,risky_rate,false_fail_proxy,defective_proxy,objective_score,feasible,selection_status,die_policy,scope,notes
core,ir_drop,T_IR_DROP_MV,20.0,25.0,UPPER,mV,SOURCE_CONFIRMED,-5.0,-20.0,TIGHTER,24,0,24,0.0,1.0,1.0,0.0,0.0,0.375,0.0,-0.056249999999999994,True,,ANY_VIOLATION,independent,simulated_metric_yield ≠ source yield; borderline/risky are limit-proximity proxies (not reliability); defective_proxy = source_FAIL accepted (analysis only; default weight 0)
core,ir_drop,T_IR_DROP_MV,35.0,25.0,UPPER,mV,SOURCE_CONFIRMED,10.0,40.0,LOOSER,24,24,0,1.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,True,,ANY_VIOLATION,independent,simulated_metric_yield ≠ source yield; borderline/risky are limit-proximity proxies (not reliability); defective_proxy = source_FAIL accepted (analysis only; default weight 0)
core,ir_drop,T_IR_DROP_MV,40.0,25.0,UPPER,mV,SOURCE_CONFIRMED,15.0,60.0,LOOSER,24,24,0,1.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,True,,ANY_VIOLATION,independent,simulated_metric_yield ≠ source yield; borderline/risky are limit-proximity proxies (not reliability); defective_proxy = source_FAIL accepted (analysis only; default weight 0)
core,ir_drop,T_IR_DROP_MV,45.0,25.0,UPPER,mV,SOURCE_CONFIRMED,20.0,80.0,LOOSER,24,24,0,1.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,True,,ANY_VIOLATION,independent,simulated_metric_yield ≠ source yield; borderline/risky are limit-proximity proxies (not reliability); defective_proxy = source_FAIL accepted (analysis only; default weight 0)
core,ir_drop,T_IR_DROP_MV,50.0,25.0,UPPER,mV,SOURCE_CONFIRMED,25.0,100.0,LOOSER,24,24,0,1.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,True,,ANY_VIOLATION,independent,simulated_metric_yield ≠ source yield; borderline/risky are limit-proximity proxies (not reliability); defective_proxy = source_FAIL accepted (analysis only; default weight 0)
core,ir_drop,T_IR_DROP_MV,55.0,25.0,UPPER,mV,SOURCE_CONFIRMED,30.0,120.0,LOOSER,24,24,0,1.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,True,,ANY_VIOLATION,independent,simulated_metric_yield ≠ source yield; borderline/risky are limit-proximity proxies (not reliability); defective_proxy = source_FAIL accepted (analysis only; default weight 0)
core,ir_drop,T_IR_DROP_MV,60.0,25.0,UPPER,mV,SOURCE_CONFIRMED,35.0,140.0,LOOSER,24,24,0,1.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,True,,ANY_VIOLATION,independent,simulated_metric_yield ≠ source yield; borderline/risky are limit-proximity proxies (not reliability); defective_proxy = source_FAIL accepted (analysis only; default weight 0)
core,ir_drop,T_IR_DROP_MV,65.0,25.0,UPPER,mV,SOURCE_CONFIRMED,40.0,160.0,LOOSER,24,24,0,1.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,True,,ANY_VIOLATION,independent,simulated_metric_yield ≠ source yield; borderline/risky are limit-proximity proxies (not reliability); defective_proxy = source_FAIL accepted (analysis only; default weight 0)
core,ir_drop,T_IR_DROP_MV,70.0,25.0,UPPER,mV,SOURCE_CONFIRMED,45.0,180.0,LOOSER,24,24,0,1.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,True,,ANY_VIOLATION,independent,simulated_metric_yield ≠ source yield; borderline/risky are limit-proximity proxies (not reliability); defective_proxy = source_FAIL accepted (analysis only; default weight 0)
core,ir_drop,T_IR_DROP_MV,72.0,25.0,UPPER,mV,SOURCE_CONFIRMED,47.0,188.0,LOOSER,24,24,0,1.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,True,,ANY_VIOLATION,independent,simulated_metric_yield ≠ source yield; borderline/risky are limit-proximity proxies (not reliability); defective_proxy = source_FAIL accepted (analysis only; default weight 0)
core,thermal,T_THERMAL_C,50.0,60.0,UPPER,°C,SOURCE_CONFIRMED,-10.0,-16.666666666666668,TIGHTER,24,0,24,0.0,1.0,1.0,0.0,0.0,0.375,0.0,-0.056249999999999994,True,,ANY_VIOLATION,independent,simulated_metric_yield ≠ source yield; borderline/risky are limit-proximity proxies (not reliability); defective_proxy = source_FAIL accepted (analysis only; default weight 0)
core,thermal,T_THERMAL_C,52.0,60.0,UPPER,°C,SOURCE_CONFIRMED,-8.0,-13.333333333333334,TIGHTER,24,0,24,0.0,1.0,1.0,0.0,0.0,0.375,0.0,-0.056249999999999994,True,,ANY_VIOLATION,independent,simulated_metric_yield ≠ source yield; borderline/risky are limit-proximity proxies (not reliability); defective_proxy = source_FAIL accepted (analysis only; default weight 0)
core,thermal,T_THERMAL_C,54.0,60.0,UPPER,°C,SOURCE_CONFIRMED,-6.0,-10.0,TIGHTER,24,1,23,0.041666666666666664,0.9583333333333334,0.9583333333333334,0.041666666666666664,1.0,0.3333333333333333,0.0,-0.041666666666666664,True,,ANY_VIOLATION,independent,simulated_metric_yield ≠ source yield; borderline/risky are limit-proximity proxies (not reliability); defective_proxy = source_FAIL accepted (analysis only; default weight 0)
core,thermal,T_THERMAL_C,56.0,60.0,UPPER,°C,SOURCE_CONFIRMED,-4.0,-6.666666666666667,TIGHTER,24,4,20,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.16666666666666666,1.0,0.20833333333333334,0.0,0.002083333333333326,True,,ANY_VIOLATION,independent,simulated_metric_yield ≠ source yield; borderline/risky are limit-proximity proxies (not reliability); defective_proxy = source_FAIL accepted (analysis only; default weight 0)
core,thermal,T_THERMAL_C,58.0,60.0,UPPER,°C,SOURCE_CONFIRMED,-2.0,-3.3333333333333335,TIGHTER,24,12,12,0.5,0.5,0.5,0.375,0.75,0.041666666666666664,0.16666666666666666,0.19374999999999995,True,,ANY_VIOLATION,independent,simulated_metric_yield ≠ source yield; borderline/risky are limit-proximity proxies (not reliability); defective_proxy = source_FAIL accepted (analysis only; default weight 0)
core,thermal,T_THERMAL_C,60.0,60.0,UPPER,°C,SOURCE_CONFIRMED,0.0,0.0,CURRENT,24,21,3,0.875,0.125,0.125,0.5833333333333334,0.6666666666666666,0.0,0.5,0.40833333333333327,True,,ANY_VIOLATION,independent,simulated_metric_yield ≠ source yield; borderline/risky are limit-proximity proxies (not reliability); defective_proxy = source_FAIL accepted (analysis only; default weight 0)
core,thermal,T_THERMAL_C,61.0,60.0,UPPER,°C,SOURCE_CONFIRMED,1.0,1.6666666666666667,LOOSER,24,23,1,0.9583333333333334,0.041666666666666664,0.041666666666666664,0.5,0.5217391304347826,0.0,0.5833333333333334,0.5583333333333333,True,,ANY_VIOLATION,independent,simulated_metric_yield ≠ source yield; borderline/risky are limit-proximity proxies (not reliability); defective_proxy = source_FAIL accepted (analysis only; default weight 0)
core,thermal,T_THERMAL_C,62.0,60.0,UPPER,°C,SOURCE_CONFIRMED,2.0,3.3333333333333335,LOOSER,24,23,1,0.9583333333333334,0.041666666666666664,0.041666666666666664,0.3333333333333333,0.34782608695652173,0.0,0.5833333333333334,0.6916666666666667,True,,ANY_VIOLATION,independent,simulated_metric_yield ≠ source yield; borderline/risky are limit-proximity proxies (not reliability); defective_proxy = source_FAIL accepted (analysis only; default weight 0)
core,thermal,T_THERMAL_C,63.0,60.0,UPPER,°C,SOURCE_CONFIRMED,3.0,5.0,LOOSER,24,23,1,0.9583333333333334,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.08695652173913043,0.0,0.5833333333333334,0.8916666666666667,True,,ANY_VIOLATION,independent,simulated_metric_yield ≠ source yield; borderline/risky are limit-proximity proxies (not reliability); defective_proxy = source_FAIL accepted (analysis only; default weight 0)
core,thermal,T_THERMAL_C,64.0,60.0,UPPER,°C,SOURCE_CONFIRMED,4.0,6.666666666666667,LOOSER,24,23,1,0.9583333333333334,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,0.5833333333333334,0.9583333333333334,True,,ANY_VIOLATION,independent,simulated_metric_yield ≠ source yield; borderline/risky are limit-proximity proxies (not reliability); defective_proxy = source_FAIL accepted (analysis only; default weight 0)
core,thermal,T_THERMAL_C,65.0,60.0,UPPER,°C,SOURCE_CONFIRMED,5.0,8.333333333333334,LOOSER,24,24,0,1.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.625,0.9666666666666667,True,,ANY_VIOLATION,independent,simulated_metric_yield ≠ source yield; borderline/risky are limit-proximity proxies (not reliability); defective_proxy = source_FAIL accepted (analysis only; default weight 0)
core,thermal,T_THERMAL_C,70.0,60.0,UPPER,°C,SOURCE_CONFIRMED,10.0,16.666666666666668,LOOSER,24,24,0,1.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,True,,ANY_VIOLATION,independent,simulated_metric_yield ≠ source yield; borderline/risky are limit-proximity proxies (not reliability); defective_proxy = source_FAIL accepted (analysis only; default weight 0)
core,thermal,T_THERMAL_C,75.0,60.0,UPPER,°C,SOURCE_CONFIRMED,15.0,25.0,LOOSER,24,24,0,1.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,True,,ANY_VIOLATION,independent,simulated_metric_yield ≠ source yield; borderline/risky are limit-proximity proxies (not reliability); defective_proxy = source_FAIL accepted (analysis only; default weight 0)
core,thermal,T_THERMAL_C,80.0,60.0,UPPER,°C,SOURCE_CONFIRMED,20.0,33.333333333333336,LOOSER,24,24,0,1.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,True,,ANY_VIOLATION,independent,simulated_metric_yield ≠ source yield; borderline/risky are limit-proximity proxies (not reliability); defective_proxy = source_FAIL accepted (analysis only; default weight 0)
core,thermal,T_THERMAL_C,85.0,60.0,UPPER,°C,SOURCE_CONFIRMED,25.0,41.666666666666664,LOOSER,24,24,0,1.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,True,,ANY_VIOLATION,independent,simulated_metric_yield ≠ source yield; borderline/risky are limit-proximity proxies (not reliability); defective_proxy = source_FAIL accepted (analysis only; default weight 0)
core,thermal,T_THERMAL_C,90.0,60.0,UPPER,°C,SOURCE_CONFIRMED,30.0,50.0,LOOSER,24,24,0,1.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,True,,ANY_VIOLATION,independent,simulated_metric_yield ≠ source yield; borderline/risky are limit-proximity proxies (not reliability); defective_proxy = source_FAIL accepted (analysis only; default weight 0)
core,thermal,T_THERMAL_C,92.0,60.0,UPPER,°C,SOURCE_CONFIRMED,32.0,53.333333333333336,LOOSER,24,24,0,1.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,True,,ANY_VIOLATION,independent,simulated_metric_yield ≠ source yield; borderline/risky are limit-proximity proxies (not reliability); defective_proxy = source_FAIL accepted (analysis only; default weight 0)
