domain,parameter,test_id,candidate_limit,current_limit,direction,unit,source_status,candidate_delta,candidate_delta_percent,tighten_or_loosen,total_dies,good_dies,violating_dies,simulated_yield,simulated_fail_rate,violation_rate,borderline_rate,risky_rate,false_fail_proxy,defective_proxy,objective_score,feasible,selection_status,die_policy,scope,notes,candidate_ir,candidate_thermal,current_ir,current_thermal
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,21.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,6.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=21.0;candidate_thermal=58.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=TIGHTER,21.0,58.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,21.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,4.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=21.0;candidate_thermal=60.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=CURRENT,21.0,60.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,21.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,5.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=21.0;candidate_thermal=61.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=LOOSER,21.0,61.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,21.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,6.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=21.0;candidate_thermal=62.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=LOOSER,21.0,62.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,21.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,7.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=21.0;candidate_thermal=63.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=LOOSER,21.0,63.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,21.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,8.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=21.0;candidate_thermal=64.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=LOOSER,21.0,64.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,21.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,9.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=21.0;candidate_thermal=65.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=LOOSER,21.0,65.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,21.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,14.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=21.0;candidate_thermal=70.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=LOOSER,21.0,70.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,21.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,19.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=21.0;candidate_thermal=75.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=LOOSER,21.0,75.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,21.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,24.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=21.0;candidate_thermal=80.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=LOOSER,21.0,80.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,21.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,29.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=21.0;candidate_thermal=85.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=LOOSER,21.0,85.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,21.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,34.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=21.0;candidate_thermal=90.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=LOOSER,21.0,90.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,21.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,36.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=21.0;candidate_thermal=92.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=LOOSER,21.0,92.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,22.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,13.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=22.0;candidate_thermal=50.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=TIGHTER,22.0,50.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,22.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,11.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=22.0;candidate_thermal=52.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=TIGHTER,22.0,52.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,22.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,9.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=22.0;candidate_thermal=54.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=TIGHTER,22.0,54.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,22.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,7.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=22.0;candidate_thermal=56.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=TIGHTER,22.0,56.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,22.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,5.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=22.0;candidate_thermal=58.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=TIGHTER,22.0,58.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,22.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,3.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=22.0;candidate_thermal=60.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=CURRENT,22.0,60.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,22.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,4.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=22.0;candidate_thermal=61.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=LOOSER,22.0,61.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,22.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,5.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=22.0;candidate_thermal=62.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=LOOSER,22.0,62.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,22.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,6.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=22.0;candidate_thermal=63.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=LOOSER,22.0,63.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,22.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,7.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=22.0;candidate_thermal=64.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=LOOSER,22.0,64.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,22.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,8.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=22.0;candidate_thermal=65.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=LOOSER,22.0,65.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,22.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,13.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=22.0;candidate_thermal=70.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=LOOSER,22.0,70.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,22.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,18.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=22.0;candidate_thermal=75.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=LOOSER,22.0,75.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,22.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,23.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=22.0;candidate_thermal=80.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=LOOSER,22.0,80.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,22.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,28.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=22.0;candidate_thermal=85.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=LOOSER,22.0,85.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,22.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,33.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=22.0;candidate_thermal=90.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=LOOSER,22.0,90.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,22.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,35.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=22.0;candidate_thermal=92.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=LOOSER,22.0,92.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,23.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,12.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=23.0;candidate_thermal=50.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=TIGHTER,23.0,50.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,23.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,10.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=23.0;candidate_thermal=52.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=TIGHTER,23.0,52.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,23.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,8.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=23.0;candidate_thermal=54.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=TIGHTER,23.0,54.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,23.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,6.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=23.0;candidate_thermal=56.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=TIGHTER,23.0,56.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,23.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,4.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=23.0;candidate_thermal=58.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=TIGHTER,23.0,58.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,23.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,2.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=23.0;candidate_thermal=60.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=CURRENT,23.0,60.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,23.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,3.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=23.0;candidate_thermal=61.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=LOOSER,23.0,61.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,23.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,4.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=23.0;candidate_thermal=62.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=LOOSER,23.0,62.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,23.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,5.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=23.0;candidate_thermal=63.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=LOOSER,23.0,63.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,23.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,6.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=23.0;candidate_thermal=64.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=LOOSER,23.0,64.0,25.0,60.0
core,ir_drop+thermal,T_IR_DROP_MV+T_THERMAL_C,23.0,25.0,JOINT_OR,mV+°C,SOURCE_CONFIRMED,7.0,,JOINT,24,0,24,0.0,1.0,1.0,0.0,0.0,0.25,0.0,-0.0375,True,,ANY_VIOLATION,joint,candidate_ir=23.0;candidate_thermal=65.0;current_ir=25.0;current_thermal=60.0;ir_class=TIGHTER;thermal_class=LOOSER,23.0,65.0,25.0,60.0
