"production_month","lot_id","die_id","parameter","parameter_display","candidate_limit","simulated_yield","safety_status","eligible","in_policy_gate_set","ml_score","ml_rank","is_current","is_selected","model_used","decision"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","thermal","THERMAL_C",62,,"NOT_IN_GATE_SET",false,false,0.6243354082107544,10,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","thermal","THERMAL_C",61,,"NOT_IN_GATE_SET",false,false,0.5079044103622437,11,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","thermal","THERMAL_C",58,,"NOT_IN_GATE_SET",false,false,0.07693853974342346,13,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","thermal","THERMAL_C",56,,"NOT_IN_GATE_SET",false,false,0.026764722540974617,14,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","thermal","THERMAL_C",54,,"NOT_IN_GATE_SET",false,false,-0.0019427631050348282,15,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","thermal","THERMAL_C",52,,"NOT_IN_GATE_SET",false,false,-0.017609568312764168,16,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","thermal","THERMAL_C",50,,"NOT_IN_GATE_SET",false,false,-0.030457397922873497,17,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","VMIN","VMIN",1,0.9166666666666666,"PASS",true,true,0.5213844776153564,1,false,true,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","VMIN","VMIN",0.95,0.6666666666666666,"PASS",true,true,0.32231900095939636,2,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","VMIN","VMIN",0.92,0.5,"PASS",true,true,0.193034827709198,3,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","VMIN","VMIN",0.9,0.3333333333333333,"PASS",true,true,0.115396648645401,4,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","VMIN","VMIN",0.88,0.25,"PASS",true,true,0.05341871455311775,5,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","VMIN","VMIN",0.85,0.0833333333333333,"PASS",true,true,0.02724333666265011,6,true,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","VMIN","VMIN",0.75,,"NOT_IN_GATE_SET",false,false,0.02539895474910736,7,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","VMIN","VMIN",0.78,,"NOT_IN_GATE_SET",false,false,0.021082483232021332,8,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","VMIN","VMIN",0.8,,"NOT_IN_GATE_SET",false,false,0.017184235155582428,9,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","VMIN","VMIN",0.82,,"NOT_IN_GATE_SET",false,false,0.014837630093097687,10,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","VMAX","VMAX",1.05,0.8333333333333334,"PASS",true,true,0.16854286193847656,1,false,true,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","VMAX","VMAX",1.08,0.5833333333333334,"PASS",true,true,0.14950427412986755,2,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","VMAX","VMAX",1.1,0.5,"PASS",true,true,0.1276569664478302,3,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","VMAX","VMAX",1.12,0.2916666666666667,"PASS",true,true,0.10753663629293442,4,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","VMAX","VMAX",1.15,0.125,"PASS",true,true,0.03054387867450714,5,true,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","VMAX","VMAX",1.18,,"NOT_IN_GATE_SET",false,false,0.008904192596673965,6,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","VMAX","VMAX",1.2,,"NOT_IN_GATE_SET",false,false,0.005170166492462158,7,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","VMAX","VMAX",1.22,,"NOT_IN_GATE_SET",false,false,-0.0006448253989219666,8,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","VMAX","VMAX",1.25,,"NOT_IN_GATE_SET",false,false,-0.007954500615596771,9,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","IDDQ","IDDQ",100,1,"PASS",true,true,0.8061591386795044,1,false,true,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","IDDQ","IDDQ",80,0.9583333333333334,"PASS",true,true,0.6384957432746887,2,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","IDDQ","IDDQ",70,0.6666666666666666,"PASS",true,true,0.440020352602005,3,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","IDDQ","IDDQ",60,0.3333333333333333,"PASS",true,true,0.14665573835372925,4,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","IDDQ","IDDQ",55,0.25,"PASS",true,true,0.0647420585155487,5,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","IDDQ","IDDQ",50,0.0833333333333333,"PASS",true,true,0.02083805948495865,6,true,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","IDDQ","IDDQ",30,,"NOT_IN_GATE_SET",false,false,0.010400630533695221,7,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","IDDQ","IDDQ",35,,"NOT_IN_GATE_SET",false,false,0.006715342402458191,8,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","IDDQ","IDDQ",40,,"NOT_IN_GATE_SET",false,false,0.004318535327911377,9,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","IDDQ","IDDQ",45,,"NOT_IN_GATE_SET",false,false,0.0015957430005073547,10,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","SUPPLY_CURRENT","SUPPLY_CURRENT",200,1,"PASS",true,true,1.0268712043762207,1,false,true,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","SUPPLY_CURRENT","SUPPLY_CURRENT",170,1,"PASS",true,true,0.9615028500556946,2,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","SUPPLY_CURRENT","SUPPLY_CURRENT",150,1,"PASS",true,true,0.8551769256591797,3,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","SUPPLY_CURRENT","SUPPLY_CURRENT",140,0.9166666666666666,"PASS",true,true,0.6684439182281494,4,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","SUPPLY_CURRENT","SUPPLY_CURRENT",130,0.5416666666666666,"PASS",true,true,0.39962151646614075,5,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","SUPPLY_CURRENT","SUPPLY_CURRENT",120,0.2083333333333333,"PASS",true,true,0.11290077120065689,6,true,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","SUPPLY_CURRENT","SUPPLY_CURRENT",90,,"NOT_IN_GATE_SET",false,false,-0.01142885535955429,7,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","SUPPLY_CURRENT","SUPPLY_CURRENT",100,,"NOT_IN_GATE_SET",false,false,-0.013246610760688782,8,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","SUPPLY_CURRENT","SUPPLY_CURRENT",110,,"NOT_IN_GATE_SET",false,false,-0.015198331326246262,9,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","CONTACT_RESISTANCE","CONTACT_RESISTANCE",10,1,"PASS",true,true,0.9781398773193359,1,false,true,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","CONTACT_RESISTANCE","CONTACT_RESISTANCE",8,1,"PASS",true,true,0.8975681066513062,2,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","CONTACT_RESISTANCE","CONTACT_RESISTANCE",7,0.9166666666666666,"PASS",true,true,0.8107020854949951,3,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","CONTACT_RESISTANCE","CONTACT_RESISTANCE",6,0.625,"PASS",true,true,0.5092677474021912,4,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","CONTACT_RESISTANCE","CONTACT_RESISTANCE",5.5,0.5416666666666666,"PASS",true,true,0.28802114725112915,5,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","CONTACT_RESISTANCE","CONTACT_RESISTANCE",5,0.5,"PASS",true,true,0.12693554162979126,6,true,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","CONTACT_RESISTANCE","CONTACT_RESISTANCE",3.5,,"NOT_IN_GATE_SET",false,false,0.010229557752609253,7,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","CONTACT_RESISTANCE","CONTACT_RESISTANCE",4,,"NOT_IN_GATE_SET",false,false,0.008362926542758942,8,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","CONTACT_RESISTANCE","CONTACT_RESISTANCE",4.5,,"NOT_IN_GATE_SET",false,false,0.005579948425292969,9,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","INTERCONNECT_RESISTANCE","INTERCONNECT_RESISTANCE",25,1,"PASS",true,true,0.9203916788101196,1,false,true,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","INTERCONNECT_RESISTANCE","INTERCONNECT_RESISTANCE",20,0.9583333333333334,"PASS",true,true,0.6976041793823242,2,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","INTERCONNECT_RESISTANCE","INTERCONNECT_RESISTANCE",18,0.8333333333333334,"PASS",true,true,0.5335734486579895,3,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","INTERCONNECT_RESISTANCE","INTERCONNECT_RESISTANCE",16,0.5416666666666666,"PASS",true,true,0.2442757785320282,4,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","INTERCONNECT_RESISTANCE","INTERCONNECT_RESISTANCE",15,0.4166666666666667,"PASS",true,true,0.13188838958740234,5,true,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","INTERCONNECT_RESISTANCE","INTERCONNECT_RESISTANCE",14,,"NOT_IN_GATE_SET",false,false,0.005987919867038727,6,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","INTERCONNECT_RESISTANCE","INTERCONNECT_RESISTANCE",13,,"NOT_IN_GATE_SET",false,false,0.00003273040056228638,7,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","INTERCONNECT_RESISTANCE","INTERCONNECT_RESISTANCE",12,,"NOT_IN_GATE_SET",false,false,-0.003783002495765686,8,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","INTERCONNECT_RESISTANCE","INTERCONNECT_RESISTANCE",11,,"NOT_IN_GATE_SET",false,false,-0.004070088267326355,9,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","ON_RESISTANCE","ON_RESISTANCE",50,1,"PASS",true,true,0.9621875286102295,1,false,true,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","ON_RESISTANCE","ON_RESISTANCE",40,1,"PASS",true,true,0.9323359727859497,2,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","ON_RESISTANCE","ON_RESISTANCE",35,1,"PASS",true,true,0.8623981475830078,3,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","ON_RESISTANCE","ON_RESISTANCE",30,0.875,"PASS",true,true,0.5896854996681213,4,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","ON_RESISTANCE","ON_RESISTANCE",28,0.625,"PASS",true,true,0.4177309572696686,5,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","ON_RESISTANCE","ON_RESISTANCE",25,0.3333333333333333,"PASS",true,true,0.11036859452724457,6,true,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","ON_RESISTANCE","ON_RESISTANCE",18,,"NOT_IN_GATE_SET",false,false,-0.003527142107486725,7,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","ON_RESISTANCE","ON_RESISTANCE",20,,"NOT_IN_GATE_SET",false,false,-0.006853953003883362,8,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-01","DTL_NORM_001","DTL_NORM_001_D001","ON_RESISTANCE","ON_RESISTANCE",22,,"NOT_IN_GATE_SET",false,false,-0.010266955941915512,9,false,false,"unified_parameter_gru_v1","RECOMMEND"
"2026-02","DTL_NORM_001","DTL_NORM_001_D001","ir_drop","IR_DROP_MV",72,1,"PASS",true,true,0.824392557144165,1,false,true,"core_gru_temporal_v1","RECOMMEND"
"2026-02","DTL_NORM_001","DTL_NORM_001_D001","ir_drop","IR_DROP_MV",70,1,"PASS",true,true,0.8238612413406372,2,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-02","DTL_NORM_001","DTL_NORM_001_D001","ir_drop","IR_DROP_MV",65,1,"PASS",true,true,0.8231794238090515,3,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-02","DTL_NORM_001","DTL_NORM_001_D001","ir_drop","IR_DROP_MV",60,1,"PASS",true,true,0.8226858973503113,4,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-02","DTL_NORM_001","DTL_NORM_001_D001","ir_drop","IR_DROP_MV",55,1,"PASS",true,true,0.8216729164123535,5,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-02","DTL_NORM_001","DTL_NORM_001_D001","ir_drop","IR_DROP_MV",25,0.25,"PASS",true,true,0.056610316038131714,15,true,false,"core_gru_temporal_v1","RECOMMEND"
"2026-02","DTL_NORM_001","DTL_NORM_001_D001","ir_drop","IR_DROP_MV",50,,"NOT_IN_GATE_SET",false,false,0.818769633769989,6,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-02","DTL_NORM_001","DTL_NORM_001_D001","ir_drop","IR_DROP_MV",45,,"NOT_IN_GATE_SET",false,false,0.8122862577438354,7,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-02","DTL_NORM_001","DTL_NORM_001_D001","ir_drop","IR_DROP_MV",40,,"NOT_IN_GATE_SET",false,false,0.7992298603057861,8,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-02","DTL_NORM_001","DTL_NORM_001_D001","ir_drop","IR_DROP_MV",35,,"NOT_IN_GATE_SET",false,false,0.7640666961669922,9,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-02","DTL_NORM_001","DTL_NORM_001_D001","ir_drop","IR_DROP_MV",30,,"NOT_IN_GATE_SET",false,false,0.48086851835250854,10,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-02","DTL_NORM_001","DTL_NORM_001_D001","ir_drop","IR_DROP_MV",29,,"NOT_IN_GATE_SET",false,false,0.3921474814414978,11,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-02","DTL_NORM_001","DTL_NORM_001_D001","ir_drop","IR_DROP_MV",28,,"NOT_IN_GATE_SET",false,false,0.3009564280509949,12,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-02","DTL_NORM_001","DTL_NORM_001_D001","ir_drop","IR_DROP_MV",27,,"NOT_IN_GATE_SET",false,false,0.2168872356414795,13,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-02","DTL_NORM_001","DTL_NORM_001_D001","ir_drop","IR_DROP_MV",26,,"NOT_IN_GATE_SET",false,false,0.15124008059501648,14,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-02","DTL_NORM_001","DTL_NORM_001_D001","ir_drop","IR_DROP_MV",24,,"NOT_IN_GATE_SET",false,false,-0.014522263780236244,16,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-02","DTL_NORM_001","DTL_NORM_001_D001","ir_drop","IR_DROP_MV",23,,"NOT_IN_GATE_SET",false,false,-0.02501269243657589,17,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-02","DTL_NORM_001","DTL_NORM_001_D001","ir_drop","IR_DROP_MV",22,,"NOT_IN_GATE_SET",false,false,-0.03295901417732239,18,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-02","DTL_NORM_001","DTL_NORM_001_D001","ir_drop","IR_DROP_MV",21,,"NOT_IN_GATE_SET",false,false,-0.03354360908269882,19,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-02","DTL_NORM_001","DTL_NORM_001_D001","ir_drop","IR_DROP_MV",20,,"NOT_IN_GATE_SET",false,false,-0.03378572314977646,20,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-02","DTL_NORM_001","DTL_NORM_001_D001","thermal","THERMAL_C",92,1,"PASS",true,true,0.9083572626113892,1,false,true,"core_gru_temporal_v1","RECOMMEND"
"2026-02","DTL_NORM_001","DTL_NORM_001_D001","thermal","THERMAL_C",90,1,"PASS",true,true,0.9050780534744263,2,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-02","DTL_NORM_001","DTL_NORM_001_D001","thermal","THERMAL_C",85,1,"PASS",true,true,0.8942893147468567,3,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-02","DTL_NORM_001","DTL_NORM_001_D001","thermal","THERMAL_C",80,1,"PASS",true,true,0.8782564997673035,4,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-02","DTL_NORM_001","DTL_NORM_001_D001","thermal","THERMAL_C",75,1,"PASS",true,true,0.8550553321838379,5,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-02","DTL_NORM_001","DTL_NORM_001_D001","thermal","THERMAL_C",60,0.4166666666666667,"PASS",true,true,0.11595802009105682,12,true,false,"core_gru_temporal_v1","RECOMMEND"
"2026-02","DTL_NORM_001","DTL_NORM_001_D001","thermal","THERMAL_C",70,,"NOT_IN_GATE_SET",false,false,0.823239803314209,6,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-02","DTL_NORM_001","DTL_NORM_001_D001","thermal","THERMAL_C",65,,"NOT_IN_GATE_SET",false,false,0.6247692108154297,7,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-02","DTL_NORM_001","DTL_NORM_001_D001","thermal","THERMAL_C",64,,"NOT_IN_GATE_SET",false,false,0.5245117545127869,8,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-02","DTL_NORM_001","DTL_NORM_001_D001","thermal","THERMAL_C",63,,"NOT_IN_GATE_SET",false,false,0.4160679876804352,9,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-02","DTL_NORM_001","DTL_NORM_001_D001","thermal","THERMAL_C",62,,"NOT_IN_GATE_SET",false,false,0.3178507089614868,10,false,false,"core_gru_temporal_v1","RECOMMEND"
"2026-02","DTL_NORM_001","DTL_NORM_001_D001","thermal","THERMAL_C",61,,"NOT_IN_GATE_SET",false,false,0.2357971966266632,11,false,false,"core_gru_temporal_v1","RECOMMEND"
